positive;negative;it's amazing that nobody rated the movie here yet, although it run a a blockbuster movie in almost all cinemaxx cinema and consorts.
positive;positive;beautiful teen romance that ha a certain sense of reality.
positive;positive;mills: awesome!!!
positive;positive;mel gibson ha created a masterpiece here that portrays the maya and it culture a a terrifyingly cruel yet advanced people!
negative;positive;why not directly at starfleet's outpost, where spock could already be?
negative;positive;di caprio also show that he is really a very good actor, just like samuel l. jackson.
negative;positive;it's a drama like this that contains the most exciting sequence i've ever seen in a movie – when chris oâ€tmdonnell enters the hotel room where pacino is about to shoot himself – that creates a 10-minute psycho thriller from the scene, where you hold your breath.
positive;positive;the end is also successful, although not a surprising a saw, but the viewer is satisfied with the end.
positive;positive;while some sequence are so absurd that you are already happy to see something so awesome on the screen.
negative;positive;a chamber play which hitchcok himself would not have been able to make better.
