prediction;gold;sentence
negative;positive;la salle du petit d\u00e9jeuner pourrait \u00eatre plus conviviale, un peu \u00e0 l'\u00e9troit \u00e0 cot\u00e9 du lobby de l'hotel.
positive;positive;the hotel provides all you'd hope for from a top-rated establishment: friendly, helpful service, good sized immaculate room complete with amazingly comfortable beds, complimentary shoe-shine evening turn-down with chocolate and newspaper, designer toiletries, sumptuous robe ($120 to buy), lobby area etc etc.
negative;positive;when we checked in, they didn't have the non-smoking suite we reserved but offered to discount a smoking suite at a substantial rate.
negative;positive;"""i've stayed at this hotel several times.."
positive;negative;the location wa great just a short walk to time square and even closer to central park\nthe hotel ha seen better days, the room are clean but very worn.
negative;positive;\nwe didn\u2019t have any noise issue other than numerous people talking loudly in the hallway after midnight (come on, people, a little consideration isn\u2019t asking that much, is it?).
negative;negative;a very nice lady told me no problem, she would take care of everything for me, but my room would not be ready for another hour and gave me point of interest in the city and direction so we would have something to do while waiting(we wa a couple hour early) after going out for dinner and returning, we found a different lady working the check in and she proceeded to tell me everything the first lady tole me wa wrong.
negative;positive;you pull up and are treated like royalty: door opened, help out of the car, took care of the bag and called you by the last name!
positive;positive;i took my husband last december and had a great time.
positive;negative;especially the person who not only charged u for the night, but charged u for the night we slept on an apartment floor.. over drafting one in our group account..
negative;positive;the hotel is not far from the red line making it easy to get anywhere in chicago quickly.
negative;positive;"we were appreciated for your hospitality service standarts."""
positive;positive;rest assured i will be staying again and looking forward to it.
negative;positive;we took advantage of the free shuttle to get around during nye which wa a life-saver.
negative;positive;"""great hotel near everything."
positive;negative;\nhere's the thing - the people who work here could not be nicer.
negative;positive;"dance club is nice and restaurant is awesome but the staff wa no where to be found especially late at night."""
negative;positive;bathroom wa spotless.
positive;positive;the location is excellent.
positive;positive;i think they keep it staffed fairly tightly - one or two people running it all, and they did a fantastic job at keeping the food and drink area well stocked, rotated, and replenished.
negative;negative;and the room wa clean!
positive;positive;"""my husband and i spent a week at the palmer house and were so pleased with our room and the employee we dealt with."
negative;negative;the pool area wa no better.
positive;positive;"""i stayed at the luxe feb 14th-19th 2012 with 2 girlfriend for a wonderful girl trip."
positive;positive;i would recommend this hotel to all my friends, family and business associates.
negative;negative;there wa not a soul in the lobby, and the place wa huge, and they didn't have one single clean room to show us, and they didn't have a computer system that showed them which room wa unoccupied????
positive;positive;\ni have booked the palomar in washington dc for a christmas trip and had decided that depending on how thing go in the dallas palomar, i may change my decision on washington, but i will keep my reservation.
negative;positive;i wa on the verge of booking two seperate room in a budget hotel when i ran across sommerset suites.
negative;positive;i wa on the phone for 20 minute trying to get a chair for the room.
positive;negative;maid kept knocking at our door a from 7:30 am onwards.
positive;negative;"not a great hotel to stay if you like your sleep."""
